Datum_Zeit (UTC +2h),Radiation (W/m2),Temperature (°C),Precipitation (mm),Wind_mean (km/h),Wind direction (°)
24.06.2019 06:00,306,17.6,0,1.4,357
24.06.2019 06:10,333,18.5,0,1.4,345
24.06.2019 06:20,363,19.2,0,2.5,23
24.06.2019 06:30,393,19.4,0,3.2,10
24.06.2019 06:40,425,19.9,0,2.5,15
24.06.2019 06:50,459,20.1,0,4,1
24.06.2019 07:00,490,20.5,0,4.7,9
24.06.2019 07:10,522,20.4,0,5.8,354
24.06.2019 07:20,558,20.7,0,7.6,7
24.06.2019 07:30,552,20.9,0,6.1,21
24.06.2019 07:40,616,21.3,0,6.8,38
24.06.2019 07:50,637,21.9,0,6.5,39
24.06.2019 08:00,629,22,0,6.5,23
24.06.2019 08:10,700,22,0,7.6,50
24.06.2019 08:20,728,22.9,0,7.6,55
24.06.2019 08:30,751,22.6,0,8.3,12
24.06.2019 08:40,769,23,0,8.3,15
24.06.2019 08:50,745,23.1,0,9,30
24.06.2019 09:00,772,23.9,0,7.6,37
24.06.2019 09:10,810,23.8,0,9,26
24.06.2019 09:20,824,23.8,0,7.6,7
24.06.2019 09:30,836,24.4,0,8.3,16
24.06.2019 09:40,804,24.6,0,8.6,12
24.06.2019 09:50,815,24.9,0,10.4,9
24.06.2019 10:00,823,25.2,0,10.4,6
24.06.2019 10:10,814,25.3,0,11.2,3
24.06.2019 10:20,817,24.9,0,12.6,354
24.06.2019 10:30,796,25.5,0,10.8,4
24.06.2019 10:40,838,26,0,11.2,1
24.06.2019 10:50,820,26,0,12.6,348
24.06.2019 11:00,841,26.1,0,8.6,352
24.06.2019 11:10,874,26,0,10.1,359
24.06.2019 11:20,892,27,0,9.4,17
24.06.2019 11:30,918,27,0,11.5,359
24.06.2019 11:40,917,27.1,0,9.4,13
24.06.2019 11:50,907,26.9,0,7.9,351
24.06.2019 12:00,892,27.5,0,10.4,26
24.06.2019 12:10,825,27.7,0,10.4,23
24.06.2019 12:20,809,27.9,0,7.2,22
24.06.2019 12:30,802,28.1,0,12.6,3
24.06.2019 12:40,777,28.1,0,10.1,359
24.06.2019 12:50,765,28.6,0,9.7,359
24.06.2019 13:00,807,28.3,0,9.4,349
24.06.2019 13:10,823,28.4,0,10.4,347
24.06.2019 13:20,842,29.6,0,8.6,349
24.06.2019 13:30,843,28.9,0,7.2,356
24.06.2019 13:40,876,29,0,6.8,16
24.06.2019 13:50,828,29.1,0,7.6,10
24.06.2019 14:00,837,29.3,0,9,8
24.06.2019 14:10,819,29.2,0,8.6,359
24.06.2019 14:20,776,29.3,0,7.6,347
24.06.2019 14:30,692,29.1,0,9,343
24.06.2019 14:40,686,29.3,0,9.4,8
24.06.2019 14:50,646,29.1,0,6.8,7
24.06.2019 15:00,504,28.8,0,7.9,352
24.06.2019 15:10,584,29.2,0,7.6,10
24.06.2019 15:20,665,29.1,0,8.6,359
24.06.2019 15:30,571,28.9,0,9,332
24.06.2019 15:40,584,29.1,0,9.7,346
24.06.2019 15:50,573,29.3,0,7.9,345
24.06.2019 16:00,550,29.5,0,9,1
24.06.2019 16:10,539,29.5,0,10.1,2
24.06.2019 16:20,494,29.3,0,9.4,26
24.06.2019 16:30,458,29.6,0,8.6,20
24.06.2019 16:40,422,28.7,0,10.4,3
24.06.2019 16:50,366,28.3,0,10.8,1
24.06.2019 17:00,299,28.2,0,9.4,4
24.06.2019 17:10,241,28.2,0,10.4,2
24.06.2019 17:20,201,28.2,0,8.3,4
24.06.2019 17:30,146,27.4,0,8.3,8
24.06.2019 17:40,151,27.4,0,6.8,15
24.06.2019 17:50,135,27.1,0,7.2,18
24.06.2019 18:00,102,27.4,0,7.9,31
24.06.2019 18:10,86,27.4,0,6.5,42
24.06.2019 18:20,72,26.1,0,7.6,39
24.06.2019 18:30,62,25.8,0,7.6,24
24.06.2019 18:40,53,26,0,7.6,21
24.06.2019 18:50,43,25,0,7.2,22
24.06.2019 19:00,32,25,0,6.8,28
24.06.2019 19:10,22,24,0,6.5,25
24.06.2019 19:20,13,24.4,0,2.5,19
24.06.2019 19:30,5,24.8,0,2.5,335
24.06.2019 19:40,1,24,0,2.9,319
24.06.2019 19:50,0,22.7,0,6.8,15
24.06.2019 20:00,0,22.2,0,8.6,20
24.06.2019 20:10,0,21.9,0,4,358
24.06.2019 20:20,0,22.5,0,3.2,1
24.06.2019 20:30,0,21.8,0,6.8,23
24.06.2019 20:40,0,22,0,9,29
24.06.2019 20:50,0,21.9,0,10.1,34
24.06.2019 21:00,0,22.5,0,10.1,37
24.06.2019 21:10,0,21.6,0,7.9,42
24.06.2019 21:20,0,21.8,0,2.9,21
24.06.2019 21:30,0,21.9,0,1.1,234
24.06.2019 21:40,0,21.5,0,1.4,189
24.06.2019 21:50,0,21.2,0,0.7,103
24.06.2019 22:00,0,20,0,4.3,24
24.06.2019 22:10,0,19.9,0,3.6,20
24.06.2019 22:20,0,19.8,0,1.4,32
24.06.2019 22:30,0,19,0,1.1,84
24.06.2019 22:40,0,19.2,0,3.2,8
24.06.2019 22:50,0,19.7,0,3.2,5
24.06.2019 23:00,0,19,0,3.2,16
24.06.2019 23:10,0,19.1,0,1.4,62
24.06.2019 23:20,0,18.8,0,2.9,118
24.06.2019 23:30,0,18.1,0,1.4,50
24.06.2019 23:40,0,18.9,0,3.2,16
24.06.2019 23:50,0,18,0,2.9,5
25.06.2019 00:00,0,18.6,0,1.1,149
25.06.2019 00:10,0,19.4,0,1.4,137
25.06.2019 00:20,0,17.6,0,2.2,181
25.06.2019 00:30,0,18.4,0,1.8,254
25.06.2019 00:40,0,19.1,0,0.7,340
25.06.2019 00:50,0,18.9,0,0,0
25.06.2019 01:00,0,18.4,0,0,0
25.06.2019 01:10,0,19,0,1.4,174
25.06.2019 01:20,0,18.4,0,1.1,183
25.06.2019 01:30,0,17.9,0,2.2,220
25.06.2019 01:40,0,18,0,1.4,214
25.06.2019 01:50,0,18.1,0,0.7,182
25.06.2019 02:00,0,18.1,0,0.7,192
25.06.2019 02:10,0,18,0,1.1,165
25.06.2019 02:20,0,17.5,0,2.5,213
25.06.2019 02:30,0,17.7,0,2.9,207
25.06.2019 02:40,0,17.1,0,1.8,197
25.06.2019 02:50,0,17.4,0,0.7,196
25.06.2019 03:00,0,17.5,0,2.2,185
25.06.2019 03:10,0,16.4,0,2.5,221
25.06.2019 03:20,0,16.9,0,1.8,213
25.06.2019 03:30,1,17.3,0,0.7,225
25.06.2019 03:40,3,17.5,0,0.7,318
25.06.2019 03:50,8,16.8,0,1.8,19
25.06.2019 04:00,15,17,0,1.4,338
25.06.2019 04:10,24,16.3,0,1.4,6
25.06.2019 04:20,33,17,0,0.7,216
25.06.2019 04:30,45,17.4,0,1.1,251
25.06.2019 04:40,74,17.3,0,1.1,262
25.06.2019 04:50,97,17.9,0,0.7,141
25.06.2019 05:00,120,18,0,1.1,192
25.06.2019 05:10,145,18.3,0,1.1,212
25.06.2019 05:20,172,18.9,0,0.7,165
25.06.2019 05:30,194,19.2,0,1.1,123
25.06.2019 05:40,217,19.3,0,2.5,233
25.06.2019 05:50,246,19.8,0,2.9,199
25.06.2019 06:00,273,20.4,0,3.2,178
25.06.2019 06:10,300,21.3,0,4,186
25.06.2019 06:20,331,21.4,0,5.4,229
25.06.2019 06:30,354,21.6,0,3.6,207
25.06.2019 06:40,384,22.2,0,5.8,180
25.06.2019 06:50,416,22.5,0,5.8,205
25.06.2019 07:00,444,22.6,0,5.8,224
25.06.2019 07:10,478,22.8,0,4,203
25.06.2019 07:20,508,22.8,0,2.9,221
25.06.2019 07:30,534,23.9,0,2.9,196
25.06.2019 07:40,563,23.6,0,2.9,233
25.06.2019 07:50,591,23.8,0,5,231
25.06.2019 08:00,626,24.7,0,4.3,250
25.06.2019 08:10,644,24.9,0,3.6,224
25.06.2019 08:20,664,25.1,0,5,228
25.06.2019 08:30,663,25.6,0,4.3,216
25.06.2019 08:40,659,25.7,0,6.8,237
25.06.2019 08:50,671,25.9,0,7.6,232
25.06.2019 09:00,719,26,0,6.5,223
25.06.2019 09:10,770,26.5,0,7.6,211
25.06.2019 09:20,780,26.6,0,6.5,217
25.06.2019 09:30,785,26.6,0,6.1,236
25.06.2019 09:40,811,27.3,0,7.2,230
25.06.2019 09:50,854,27.2,0,5.8,213
25.06.2019 10:00,872,27.7,0,5.4,237
25.06.2019 10:10,882,27.4,0,3.6,202
25.06.2019 10:20,895,28.1,0,4.3,12
25.06.2019 10:30,906,28.4,0,4,304
25.06.2019 10:40,904,28.2,0,2.2,292
25.06.2019 10:50,906,28.5,0,3.2,268
25.06.2019 11:00,929,29.2,0,3.2,195
25.06.2019 11:10,864,29.2,0,3.6,188
25.06.2019 11:20,853,29.2,0,4.3,37
25.06.2019 11:30,809,29.4,0,6.1,356
25.06.2019 11:40,918,29.3,0,6.8,329
25.06.2019 11:50,919,29.7,0,7.6,336
25.06.2019 12:00,964,29.8,0,7.9,356
25.06.2019 12:10,935,30.1,0,7.9,10
25.06.2019 12:20,905,30.4,0,7.9,346
25.06.2019 12:30,867,30.4,0,9.4,353
25.06.2019 12:40,889,31.3,0,7.9,23
25.06.2019 12:50,893,30.8,0,9.4,7
25.06.2019 13:00,891,31.2,0,9.4,358
25.06.2019 13:10,887,31.4,0,8.3,30
25.06.2019 13:20,884,31.3,0,11.2,353
25.06.2019 13:30,867,31.5,0,10.8,354
25.06.2019 13:40,830,31.5,0,9,3
25.06.2019 13:50,809,31.6,0,11.2,356
25.06.2019 14:00,680,31.7,0,11.2,360
25.06.2019 14:10,701,31.9,0,11.2,6
25.06.2019 14:20,666,31.5,0,12.6,1
25.06.2019 14:30,660,31.3,0,11.2,355
25.06.2019 14:40,664,31.7,0,13.3,17
25.06.2019 14:50,665,31.9,0,9,11
25.06.2019 15:00,684,31.9,0,11.2,12
25.06.2019 15:10,613,32,0,9.7,11
25.06.2019 15:20,617,32,0,11.2,8
25.06.2019 15:30,604,31.9,0,11.9,9
25.06.2019 15:40,556,32.2,0,11.9,3
25.06.2019 15:50,527,31.8,0,11.2,3
25.06.2019 16:00,513,31.8,0,10.1,360
25.06.2019 16:10,487,32,0,9.7,359
25.06.2019 16:20,457,31.2,0,10.4,349
25.06.2019 16:30,425,31.9,0,10.8,2
25.06.2019 16:40,394,31.8,0,9.7,19
25.06.2019 16:50,361,31.9,0,8.6,9
25.06.2019 17:00,330,31.6,0,7.6,11
25.06.2019 17:10,300,31.2,0,9,9
25.06.2019 17:20,273,31.3,0,9.7,10
25.06.2019 17:30,244,31.3,0,9,9
25.06.2019 17:40,213,31,0,7.2,10
25.06.2019 17:50,177,30.5,0,7.2,18
25.06.2019 18:00,133,29.9,0,6.5,18
25.06.2019 18:10,93,29.4,0,8.6,23
25.06.2019 18:20,56,28.6,0,6.8,18
25.06.2019 18:30,43,28,0,6.1,22
25.06.2019 18:40,49,27.5,0,4.7,24
25.06.2019 18:50,42,25.8,0,5.4,7
25.06.2019 19:00,28,26.8,0,5,13
25.06.2019 19:10,13,24.9,0,4.3,12
25.06.2019 19:20,6,24.7,0,5.4,5
25.06.2019 19:30,3,24.4,0,5.4,3
25.06.2019 19:40,1,24.6,0,7.2,8
25.06.2019 19:50,0,23,0,6.5,13
25.06.2019 20:00,0,23.9,0,3.6,9
25.06.2019 20:10,0,23.7,0,2.2,22
25.06.2019 20:20,0,23.3,0,0.7,55
25.06.2019 20:30,0,23.1,0,0.4,91
