Datum_Zeit (UTC +2h),Radiation (W/m2),Precipitation (mm),Wind_mean (m/s),Wind direction (°),Temperature (°C)
30.07.2018 06:00,1,0,0.6,214,14.6
30.07.2018 06:10,3,0,0.3,241,15.1
30.07.2018 06:20,7,0,0.2,256,14.9
30.07.2018 06:30,13,0,0.2,176,15.1
30.07.2018 06:40,18,0,0.3,212,15
30.07.2018 06:50,24,0,0.5,235,15.1
30.07.2018 07:00,64,0,0.3,220,15.3
30.07.2018 07:10,91,0,0.3,228,15.7
30.07.2018 07:20,116,0,0.6,262,16
30.07.2018 07:30,130,0,0.3,269,16.3
30.07.2018 07:40,170,0,0.2,22,16.7
30.07.2018 07:50,199,0,0.2,345,17.2
30.07.2018 08:00,227,0,0.5,24,17.8
30.07.2018 08:10,256,0,0.4,346,18.3
30.07.2018 08:20,283,0,0.1,321,18.8
30.07.2018 08:30,312,0,0.5,269,19.7
30.07.2018 08:40,342,0,0.8,269,20
30.07.2018 08:50,374,0,0.6,258,20.4
30.07.2018 09:00,404,0,0.9,264,20.9
30.07.2018 09:10,433,0,0.7,239,21.4
30.07.2018 09:20,462,0,0.8,243,21.8
30.07.2018 09:30,492,0,1.1,212,23.3
30.07.2018 09:40,519,0,1.2,152,22.9
30.07.2018 09:50,546,0,1.8,150,23.6
30.07.2018 10:00,573,0,1.3,131,23.8
30.07.2018 10:10,601,0,1.4,191,24.6
30.07.2018 10:20,628,0,1.3,128,24.6
30.07.2018 10:30,653,0,1,148,25.3
30.07.2018 10:40,676,0,1,133,25.2
30.07.2018 10:50,700,0,0.9,222,25.1
30.07.2018 11:00,722,0,1,282,25.6
30.07.2018 11:10,743,0,0.6,355,26.1
30.07.2018 11:20,762,0,0.7,347,26.4
30.07.2018 11:30,778,0,0.7,3,26.2
30.07.2018 11:40,797,0,0.7,340,26.8
30.07.2018 11:50,805,0,0.8,48,27.4
30.07.2018 12:00,818,0,1,212,27.8
30.07.2018 12:10,829,0,1.3,40,28.1
30.07.2018 12:20,841,0,2,20,28.3
30.07.2018 12:30,853,0,1,11,27.9
30.07.2018 12:40,857,0,1.6,336,28.6
30.07.2018 12:50,869,0,1.7,34,28.9
30.07.2018 13:00,878,0,1.1,37,29.4
30.07.2018 13:10,889,0,1.9,14,29.4
30.07.2018 13:20,897,0,1.5,19,29
30.07.2018 13:30,899,0,1,253,29.9
30.07.2018 13:40,900,0,1.2,287,30.1
30.07.2018 13:50,886,0,2,336,30.1
30.07.2018 14:00,869,0,1.6,27,30
30.07.2018 14:10,801,0,1,87,30.1
30.07.2018 14:20,901,0,1.4,319,30.5
30.07.2018 14:30,883,0,2,357,30.9
30.07.2018 14:40,872,0,1.4,144,30.2
30.07.2018 14:50,864,0,2.2,95,31.2
30.07.2018 15:00,855,0,1.7,25,30.8
30.07.2018 15:10,848,0,1.4,317,31.5
30.07.2018 15:20,834,0,2.6,334,31.1
30.07.2018 15:30,810,0,2.3,313,31.4
30.07.2018 15:40,786,0,2.7,244,31.6
30.07.2018 15:50,770,0,2,204,31.3
30.07.2018 16:00,754,0,2.2,252,31.5
30.07.2018 16:10,732,0,2.6,301,31.7
30.07.2018 16:20,715,0,2,329,31.1
30.07.2018 16:30,668,0,1.4,274,31.2
30.07.2018 16:40,694,0,1.8,276,31.8
30.07.2018 16:50,683,0,2,312,31.3
30.07.2018 17:00,667,0,1.6,315,31.5
30.07.2018 17:10,628,0,1.1,54,31.5
30.07.2018 17:20,505,0,1.2,247,32
30.07.2018 17:30,561,0,1.4,257,32
30.07.2018 17:40,546,0,1.1,245,32.1
30.07.2018 17:50,487,0,1.8,233,31.8
30.07.2018 18:00,419,0,1.3,296,31
30.07.2018 18:10,314,0,0.5,222,31.1
30.07.2018 18:20,432,0,1.5,240,31.6
30.07.2018 18:30,334,0,1,175,31.3
30.07.2018 18:40,257,0,1.3,214,31.2
30.07.2018 18:50,270,0,1.6,239,31.1
30.07.2018 19:00,346,0,1.6,241,31.4
30.07.2018 19:10,185,0,1.8,248,30.2
30.07.2018 19:20,130,0,1.3,241,30
30.07.2018 19:30,139,0,1.1,251,29.9
30.07.2018 19:40,135,0,0.9,302,28.7
30.07.2018 19:50,110,0,1,18,28.9
30.07.2018 20:00,112,0,0.5,74,28
30.07.2018 20:10,101,0,0.1,43,27.2
30.07.2018 20:20,84,0,1,12,26.3
30.07.2018 20:30,61,0,1,18,26.4
30.07.2018 20:40,42,0,1,21,24.1
30.07.2018 20:50,22,0,0.8,41,24.2
30.07.2018 21:00,11,0,0.4,57,23.2
30.07.2018 21:10,4,0,1.6,16,23.6
30.07.2018 21:20,1,0,1.6,6,23.5
30.07.2018 21:30,0,0,1.7,13,23.2
30.07.2018 21:40,0,0,1.6,23,22.6
30.07.2018 21:50,0,0,1.7,25,22.2
30.07.2018 22:00,0,0,2,21,22.3
30.07.2018 22:10,0,0,2,18,22
30.07.2018 22:20,0,0,1.5,29,20.8
30.07.2018 22:30,0,0,0.5,21,20.8
30.07.2018 22:40,0,0,0.2,0,20.5
30.07.2018 22:50,0,0,0.3,20,20.2
30.07.2018 23:00,0,0,0.2,21,20.6
30.07.2018 23:10,0,0,0.4,1,19.4
30.07.2018 23:20,0,0,0.3,26,20
30.07.2018 23:30,0,0,0,0,18.9
30.07.2018 23:40,0,0,0.1,274,19.4
30.07.2018 23:50,0,0,0,0,20.5
31.07.2018 00:00,0,0,0,0,19.2
31.07.2018 00:10,0,0,0,0,18.4
31.07.2018 00:20,0,0,0.4,228,19.5
31.07.2018 00:30,0,0,0.5,184,19.5
31.07.2018 00:40,0,0,0.7,181,20.7
31.07.2018 00:50,0,0,0.6,239,19.1
31.07.2018 01:00,0,0,0.8,226,19.5
31.07.2018 01:10,0,0,0.5,196,18.4
31.07.2018 01:20,0,0,0.4,224,19.1
31.07.2018 01:30,0,0,0.6,234,18.6
31.07.2018 01:40,0,0,0.7,179,18
31.07.2018 01:50,0,0,1.5,188,17.4
31.07.2018 02:00,0,0,1.1,209,18.8
31.07.2018 02:10,0,0,0.9,224,18.6
31.07.2018 02:20,0,0,1,212,16.8
31.07.2018 02:30,0,0,1,216,18.4
31.07.2018 02:40,0,0,0.4,193,18.4
31.07.2018 02:50,0,0,0.6,216,18
31.07.2018 03:00,0,0,0.8,211,17.2
31.07.2018 03:10,0,0,1.1,174,18.7
31.07.2018 03:20,0,0,1,185,17.9
31.07.2018 03:30,0,0,0.8,220,16.6
31.07.2018 03:40,0,0,0.4,224,16.7
31.07.2018 03:50,0,0,1.2,9,16.6
31.07.2018 04:00,0,0,1.2,4,16.5
31.07.2018 04:10,0,0,1.2,11,16.4
31.07.2018 04:20,0,0,0.6,19,16.4
31.07.2018 04:30,0,0,0.3,8,16.4
31.07.2018 04:40,0,0,0.1,16,17.2
31.07.2018 04:50,0,0,0.2,245,16.6
31.07.2018 05:00,0,0,0.3,248,16.4
31.07.2018 05:10,0,0,0.8,232,15.4
31.07.2018 05:20,0,0,0.7,225,16.3
31.07.2018 05:30,0,0,0.7,234,16
31.07.2018 05:40,0,0,0.7,235,15.7
31.07.2018 05:50,0,0,0.5,146,15.6
31.07.2018 06:00,1,0,0.4,159,15.5
31.07.2018 06:10,3,0,0.3,190,15.2
31.07.2018 06:20,7,0,0.9,167,15.7
31.07.2018 06:30,12,0,1.4,154,16.3
31.07.2018 06:40,18,0,0.9,188,16.4
31.07.2018 06:50,24,0,0.9,180,16
31.07.2018 07:00,54,0,1,214,16.5
31.07.2018 07:10,86,0,0.9,229,16.7
31.07.2018 07:20,111,0,1,221,16.9
31.07.2018 07:30,137,0,1,196,18.1
31.07.2018 07:40,165,0,0.7,180,18.1
31.07.2018 07:50,194,0,0.7,165,19
31.07.2018 08:00,223,0,0.5,213,19.5
31.07.2018 08:10,251,0,0.8,265,19.3
31.07.2018 08:20,279,0,0.3,240,20.3
31.07.2018 08:30,309,0,0.5,203,20.9
31.07.2018 08:40,340,0,1.2,200,21.7
31.07.2018 08:50,372,0,1.4,170,23
31.07.2018 09:00,402,0,2.2,154,23
31.07.2018 09:10,431,0,1.8,189,23.5
31.07.2018 09:20,459,0,1.7,210,23.9
31.07.2018 09:30,488,0,1.6,226,23.8
31.07.2018 09:40,516,0,1.7,211,24.6
31.07.2018 09:50,542,0,1.4,220,24.8
31.07.2018 10:00,567,0,1.4,229,25
31.07.2018 10:10,594,0,1.5,229,25.4
31.07.2018 10:20,620,0,1.6,249,25.6
31.07.2018 10:30,643,0,1.4,259,25.5
31.07.2018 10:40,667,0,1.5,271,25.9
31.07.2018 10:50,693,0,1.2,276,25.8
31.07.2018 11:00,715,0,1,349,26.4
31.07.2018 11:10,736,0,1.1,266,26.8
31.07.2018 11:20,754,0,0.8,293,27
31.07.2018 11:30,772,0,0.9,248,28.5
31.07.2018 11:40,787,0,0.8,233,27.7
31.07.2018 11:50,799,0,1,207,28
31.07.2018 12:00,812,0,1.1,201,28.7
31.07.2018 12:10,821,0,1.2,156,28.7
31.07.2018 12:20,834,0,1,258,29.5
31.07.2018 12:30,848,0,2.1,246,29
31.07.2018 12:40,856,0,1.9,240,29.8
31.07.2018 12:50,866,0,2.1,214,30.7
31.07.2018 13:00,877,0,1.8,230,30
31.07.2018 13:10,892,0,2.6,237,30.9
31.07.2018 13:20,906,0,1.8,282,30.5
31.07.2018 13:30,747,0,1.4,337,30
31.07.2018 13:40,853,0,2.3,352,30.8
31.07.2018 13:50,722,0,2.3,331,31
31.07.2018 14:00,870,0,2.3,322,30.8
31.07.2018 14:10,956,0,2.5,330,31.3
31.07.2018 14:20,958,0,2.5,356,30.8
31.07.2018 14:30,881,0,2.1,61,31.8
31.07.2018 14:40,849,0,1.9,84,32.1
31.07.2018 14:50,886,0,2.2,25,31.9
31.07.2018 15:00,563,0,2.8,19,30.7
31.07.2018 15:10,758,0,2,39,32.1
31.07.2018 15:20,796,0,2.9,38,31.8
31.07.2018 15:30,555,0,2.1,10,31
31.07.2018 15:40,813,0,0.9,5,32
31.07.2018 15:50,764,0,2.1,335,32.2
31.07.2018 16:00,759,0,1.3,338,32
31.07.2018 16:10,756,0,1.2,293,32.6
31.07.2018 16:20,756,0,1.4,33,32.3
31.07.2018 16:30,764,0,1.7,46,32.4
31.07.2018 16:40,775,0,2,41,33.3
31.07.2018 16:50,750,0,2,12,32.5
31.07.2018 17:00,451,0,2.1,49,31.5
31.07.2018 17:10,504,0,1.4,360,32.1
31.07.2018 17:20,661,0,2.1,26,32.3
31.07.2018 17:30,624,0,2.5,332,31.9
31.07.2018 17:40,560,0,2.8,319,31.8
31.07.2018 17:50,421,0,3.5,310,31.5
31.07.2018 18:00,459,0,3.1,352,31.8
31.07.2018 18:10,335,0,2.3,3,31.2
31.07.2018 18:20,159,0,1.7,343,30.4
31.07.2018 18:30,304,0,2,348,31.1
31.07.2018 18:40,99,0,2.6,346,30.1
31.07.2018 18:50,69,0,2.5,355,29.6
31.07.2018 19:00,79,0,2.3,338,29.8
31.07.2018 19:10,113,0,2.4,329,29.1
31.07.2018 19:20,120,0,2.3,329,29.1
31.07.2018 19:30,82,0,2.2,332,28.7
31.07.2018 19:40,110,0,2.1,331,29.1
31.07.2018 19:50,88,0,2,337,29.1
31.07.2018 20:00,66,0,1,14,27.9
31.07.2018 20:10,46,0,0.9,18,28.4
31.07.2018 20:20,38,0,0.2,65,27.1
31.07.2018 20:30,30,0,0.2,18,26.3
31.07.2018 20:40,23,0,0.5,297,26.9
31.07.2018 20:50,15,0,0.2,212,26.3
31.07.2018 21:00,7,0,0.3,118,26.2
31.07.2018 21:10,3,0,0.4,28,24.2
31.07.2018 21:20,0,0,0.4,35,24.3
31.07.2018 21:30,0,0,0.5,116,25.4
31.07.2018 21:40,0,0,0.2,113,23
31.07.2018 21:50,0,0,0.3,127,24.6
31.07.2018 22:00,0,0,0.9,141,23.7
31.07.2018 22:10,0,0,0.6,124,23.8
31.07.2018 22:20,0,0,0.4,36,21.7
31.07.2018 22:30,0,0,0.5,319,22.6
31.07.2018 22:40,0,0,0.2,326,23.4
31.07.2018 22:50,0,0,0.1,35,23.3
31.07.2018 23:00,0,0,0.3,119,23.4
31.07.2018 23:10,0,0,0.4,49,20.8
31.07.2018 23:20,0,0,0.5,307,22.2
31.07.2018 23:30,0,0,0.1,343,21.8
31.07.2018 23:40,0,0,0.4,298,20.6
31.07.2018 23:50,0,0,0.1,289,21.3
01.08.2018 00:00,0,0,0.1,218,22.1
01.08.2018 00:10,0,0,0,0,21.4
01.08.2018 00:20,0,0,0.4,331,21.3
01.08.2018 00:30,0,0,0.3,354,21.2
01.08.2018 00:40,0,0,0.1,0,21.3
01.08.2018 00:50,0,0,0.7,346,19.2
01.08.2018 01:00,0,0,0.4,354,20.5
01.08.2018 01:10,0,0,0.2,76,21.2
01.08.2018 01:20,0,0,0.3,147,20.2
01.08.2018 01:30,0,0,0.2,317,20.9
01.08.2018 01:40,0,0,0.1,27,20.1
01.08.2018 01:50,0,0,0.6,270,20
01.08.2018 02:00,0,0,0.3,269,19.7
01.08.2018 02:10,0,0,0.3,284,19.4
01.08.2018 02:20,0,0,0.6,291,19.3
01.08.2018 02:30,0,0,0.5,41,19.7
01.08.2018 02:40,0,0,0.7,102,19.9
01.08.2018 02:50,0,0,0.7,124,19.2
01.08.2018 03:00,0,0,0.8,157,19.6
01.08.2018 03:10,0,0,0.8,144,19.5
01.08.2018 03:20,0,0,1,156,19.3
01.08.2018 03:30,0,0,0.8,234,17.6
01.08.2018 03:40,0,0,0.5,268,18
01.08.2018 03:50,0,0,0.1,282,19
01.08.2018 04:00,0,0,0.3,281,18.1
01.08.2018 04:10,0,0,0.2,7,17.9
01.08.2018 04:20,0,0,0,0,18.2
01.08.2018 04:30,0,0,0.1,19,18.1
01.08.2018 04:40,0,0,0.1,112,17.6
01.08.2018 04:50,0,0,0.5,318,17.2
01.08.2018 05:00,0,0,0.3,9,17.8
01.08.2018 05:10,0,0,0.1,55,17.4
01.08.2018 05:20,0,0,0.1,0,17.8
01.08.2018 05:30,0,0,0.3,270,16.1
01.08.2018 05:40,0,0,0.6,335,16.9
01.08.2018 05:50,0,0,0.3,257,17.8
01.08.2018 06:00,0,0,0.2,107,17.4
01.08.2018 06:10,3,0,0.1,92,17
01.08.2018 06:20,8,0,0.5,3,17.4
01.08.2018 06:30,15,0,0.6,9,17.3
01.08.2018 06:40,23,0,0.4,54,17
01.08.2018 06:50,32,0,0.1,75,16.6
01.08.2018 07:00,56,0,0.1,80,17.8
01.08.2018 07:10,103,0,0.2,94,17.9
01.08.2018 07:20,117,0,0.5,346,18.5
01.08.2018 07:30,95,0,0.1,299,18.8
01.08.2018 07:40,107,0,0.1,295,19.2
01.08.2018 07:50,116,0,0.2,244,19.5
01.08.2018 08:00,156,0,0.4,3,20
01.08.2018 08:10,147,0,0.1,333,20.2
01.08.2018 08:20,153,0,0,0,20.6
01.08.2018 08:30,155,0,0.1,264,20.9
01.08.2018 08:40,143,0,0.2,262,21
01.08.2018 08:50,160,0,0.3,328,21.1
01.08.2018 09:00,183,0,0.3,265,21.3
01.08.2018 09:10,162,0,0.2,296,21.3
01.08.2018 09:20,357,0,0.3,315,22.6
01.08.2018 09:30,474,0,0.8,293,23.3
01.08.2018 09:40,487,0,1.1,283,23.6
01.08.2018 09:50,528,0,1.5,332,24.6
01.08.2018 10:00,527,0,1.4,12,25.7
01.08.2018 10:10,433,0,2.2,189,24.7
01.08.2018 10:20,404,0,1.1,164,24.6
01.08.2018 10:30,625,0,0.8,73,25.5
01.08.2018 10:40,641,0,2.2,31,25.9
01.08.2018 10:50,635,0,2.7,43,26.2
01.08.2018 11:00,663,0,2.5,42,26.7
01.08.2018 11:10,702,0,2,7,26.7
01.08.2018 11:20,717,0,2.9,26,27.2
01.08.2018 11:30,733,0,2.4,46,27.7
01.08.2018 11:40,783,0,1.9,360,28.2
01.08.2018 11:50,789,0,1.4,65,28.3
01.08.2018 12:00,808,0,1.6,10,29.3
01.08.2018 12:10,820,0,2.1,1,28.9
01.08.2018 12:20,830,0,1.4,341,29.4
01.08.2018 12:30,839,0,2.5,314,29.1
01.08.2018 12:40,839,0,1.6,18,29.5
01.08.2018 12:50,848,0,1.3,3,29.2
01.08.2018 13:00,862,0,2,13,29.8
01.08.2018 13:10,868,0,2,19,29.5
01.08.2018 13:20,874,0,0.7,45,29.5
01.08.2018 13:30,873,0,2.1,3,30
01.08.2018 13:40,877,0,1.5,76,30.3
01.08.2018 13:50,880,0,2.4,51,30
01.08.2018 14:00,879,0,1.7,357,30.5
01.08.2018 14:10,877,0,1.9,326,30.8
01.08.2018 14:20,873,0,2,349,31
01.08.2018 14:30,871,0,1.9,24,29.9
01.08.2018 14:40,870,0,1.4,34,31.1
01.08.2018 14:50,866,0,2,348,31
01.08.2018 15:00,880,0,1.6,27,32
01.08.2018 15:10,798,0,2.5,27,31
01.08.2018 15:20,379,0,2,358,30.6
01.08.2018 15:30,271,0,2.2,6,30.4
01.08.2018 15:40,388,0,2,30,30.6
01.08.2018 15:50,328,0,2,70,30.9
01.08.2018 16:00,253,0,2,81,30.6
01.08.2018 16:10,486,0,1.6,97,30.9
01.08.2018 16:20,377,0,2.3,93,30.7
01.08.2018 16:30,301,0,2.1,82,30.7
01.08.2018 16:40,389,0,3.5,133,29.1
01.08.2018 16:50,208,0,4.3,140,28.1
01.08.2018 17:00,228,0,3.5,135,27.8
01.08.2018 17:10,108,0,3.6,151,27.1
01.08.2018 17:20,28,0,2.4,163,26.7
01.08.2018 17:30,17,0.7,1,174,25.9
01.08.2018 17:40,6,0.7,2.9,156,24.1
01.08.2018 17:50,9,0.2,2.3,140,23.6
01.08.2018 18:00,18,0.2,1.9,118,22.1
01.08.2018 18:10,27,0,1.9,170,22.8
01.08.2018 18:20,34,0,3,135,22.8
01.08.2018 18:30,54,0,3.2,128,23.3
01.08.2018 18:40,67,0,1.6,148,22.8
01.08.2018 18:50,63,0,2.1,127,23
01.08.2018 19:00,51,0,3.2,140,22.7
01.08.2018 19:10,42,0,2,133,22.4
01.08.2018 19:20,31,0,1.8,220,21.9
01.08.2018 19:30,28,0,1.2,249,22.1
01.08.2018 19:40,28,0,2.1,241,21.6
01.08.2018 19:50,24,0,1.4,122,21.2
01.08.2018 20:00,21,0,1.9,129,22.1
01.08.2018 20:10,17,0,1.3,213,21.6
01.08.2018 20:20,13,0,0.4,180,21.4
01.08.2018 20:30,10,0,1.4,108,21.4
01.08.2018 20:40,10,0,1.9,89,21.4
01.08.2018 20:50,8,0,2.2,268,21
01.08.2018 21:00,7,0,1.2,311,21.2
01.08.2018 21:10,5,0,0.6,59,21.2
01.08.2018 21:20,1,0,0.9,233,20.8
01.08.2018 21:30,0,0,0.6,352,20.6
01.08.2018 21:40,0,0,0.4,44,20.8
01.08.2018 21:50,0,0,1.3,225,20.6
01.08.2018 22:00,0,0,0.5,18,20.5
01.08.2018 22:10,0,0,0.6,319,20.2
01.08.2018 22:20,0,0,0.5,268,20.3
01.08.2018 22:30,0,0,0.4,256,20.4
01.08.2018 22:40,0,0,0.4,223,20.5
01.08.2018 22:50,0,0,0.7,223,20.2
01.08.2018 23:00,0,0,1.2,123,20.1
01.08.2018 23:10,0,0,0.7,118,20.4
01.08.2018 23:20,0,0,0.6,76,19.3
01.08.2018 23:30,0,0,1.2,30,19.8
01.08.2018 23:40,0,0,0.4,86,19.1
01.08.2018 23:50,0,0,0.5,1,18.9
02.08.2018 00:00,0,0,0.4,202,19.5
02.08.2018 00:10,0,0,0.7,236,18.7
02.08.2018 00:20,0,0,0.1,0,19.3
02.08.2018 00:30,0,0,0.4,297,18.4
02.08.2018 00:40,0,0,0.2,47,19.1
02.08.2018 00:50,0,0,0.3,65,18.4
02.08.2018 01:00,0,0,0.4,22,18.3
02.08.2018 01:10,0,0,0.4,357,18
02.08.2018 01:20,0,0,0.5,83,18.5
02.08.2018 01:30,0,0,0.4,80,18.2
02.08.2018 01:40,0,0,0.2,0,18
02.08.2018 01:50,0,0,0.5,289,17.9
02.08.2018 02:00,0,0,0.3,160,18
02.08.2018 02:10,0,0,0.3,50,18.3
02.08.2018 02:20,0,0,0.7,6,17.9
02.08.2018 02:30,0,0,0.2,220,17.5
02.08.2018 02:40,0,0,0.8,136,18.3
02.08.2018 02:50,0,0,0.7,113,18.4
02.08.2018 03:00,0,0,0.3,288,18.2
02.08.2018 03:10,0,0,0.7,253,17.6
